"circuit","pageUrl","alt","imageUrl","fileName","status","bytes","error"
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Full Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoad06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoad06__f010c3a7.png","skipped","81283",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield North Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadNorth06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadNorth06__8e354dd0.png","skipped","77159",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield South Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadSouth06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadSouth06__10a230b5.png","skipped","80083",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old Full Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OldOutfieldRoad06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OldOutfieldRoad06__b6170762.png","skipped","81247",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old North Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldNorth06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldNorth06__4df7fec0.png","skipped","76070",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old South Road Course 2006 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldSouth06.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldSouth06__c3dced0a.png","skipped","79489",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Tri-oval Superspeedway 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Oval05.png","Las-Vegas-Motor-Speedway__Las-Vegas-Oval05__2835b80f.png","skipped","94567",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Long Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Road05.png","Las-Vegas-Motor-Speedway__Las-Vegas-Road05__ee8938d0.png","skipped","90149",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Medium Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-MediumRoad05.png","Las-Vegas-Motor-Speedway__Las-Vegas-MediumRoad05__eca4208e.png","skipped","91216",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Legends Oval 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Legends05.png","Las-Vegas-Motor-Speedway__Las-Vegas-Legends05__5825e60c.png","skipped","78755",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Short Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoadShort05.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoadShort05__f419dc27.png","skipped","79918",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoad05.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoad05__6676f06f.png","skipped","81331",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Bullring Short Oval 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Bullring05.png","Las-Vegas-Motor-Speedway__Las-Vegas-Bullring05__5a39a29d.png","skipped","78858",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Full Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoad05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoad05__722d54fa.png","skipped","84676",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield North Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadNorth05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadNorth05__808257e3.png","skipped","80329",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield South Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadSouth05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadSouth05__55eb6951.png","skipped","83642",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old Full Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OldOutfieldRoad05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OldOutfieldRoad05__1275b93c.png","skipped","84723",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old North Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldNorth05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldNorth05__3ba65dcc.png","skipped","79135",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old South Road Course 2005","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldSouth05.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldSouth05__483cf565.png","skipped","82714",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Tri-oval Superspeedway 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Oval03.png","Las-Vegas-Motor-Speedway__Las-Vegas-Oval03__7f25293c.png","skipped","94022",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Long Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Road03.png","Las-Vegas-Motor-Speedway__Las-Vegas-Road03__ab6b09ff.png","skipped","89473",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Medium Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-MediumRoad03.png","Las-Vegas-Motor-Speedway__Las-Vegas-MediumRoad03__85fec006.png","skipped","90593",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Legends Oval 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Legends03.png","Las-Vegas-Motor-Speedway__Las-Vegas-Legends03__ce64c46b.png","skipped","78296",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoad03.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoad03__89137c2b.png","skipped","80586",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Short Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoadShort03.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoadShort03__ce8c1f37.png","skipped","79344",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Bullring Short Oval 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Bullring03.png","Las-Vegas-Motor-Speedway__Las-Vegas-Bullring03__a8086f78.png","skipped","78255",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Full Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoad03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoad03__8c062065.png","skipped","84164",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield North Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadNorth03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadNorth03__625df3ac.png","skipped","80346",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield South Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadSouth03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadSouth03__d15856d6.png","skipped","79417",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old Full Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OldOutfieldRoad03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OldOutfieldRoad03__f68d8f94.png","skipped","83874",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old North Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldNorth03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldNorth03__61028da7.png","skipped","78393",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Old South Road Course 2003-04","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadOldSouth03.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadOldSouth03__93b0c69f.png","skipped","81554",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Tri-oval Superspeedway 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Oval96.png","Las-Vegas-Motor-Speedway__Las-Vegas-Oval96__7790aeae.png","skipped","84591",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Long Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Road96.png","Las-Vegas-Motor-Speedway__Las-Vegas-Road96__4679e6af.png","skipped","80342",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Medium Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-MediumRoad96.png","Las-Vegas-Motor-Speedway__Las-Vegas-MediumRoad96__4df9236e.png","skipped","80131",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Short Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-ShortRoad96.png","Las-Vegas-Motor-Speedway__Las-Vegas-ShortRoad96__9f6b95a0.png","skipped","79959",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoad96.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoad96__fa79a796.png","skipped","70683",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Legends Oval 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Legends96.png","Las-Vegas-Motor-Speedway__Las-Vegas-Legends96__fddf1965.png","skipped","68216",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Infield Short Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-InfieldRoadShort96.png","Las-Vegas-Motor-Speedway__Las-Vegas-InfieldRoadShort96__678e3cdd.png","skipped","69176",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Bullring Short Oval 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-Bullring96.png","Las-Vegas-Motor-Speedway__Las-Vegas-Bullring96__a216774f.png","skipped","67840",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield North Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoadNorth96.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoadNorth96__727a30d9.png","skipped","67330",""
"Las Vegas Motor Speedway","https://www.racingcircuits.info/north-america/usa/las-vegas-motor-speedway.html","Map of Las Vegas Motor Speedway, Outfield Full Road Course 1996-2002","https://www.racingcircuits.info/assets/images/maps/North%20America/USA/Las%20Vegas%20MS/Las-Vegas-OutfieldRoad96.png","Las-Vegas-Motor-Speedway__Las-Vegas-OutfieldRoad96__9f2dcb7e.png","skipped","74802",""
