"circuit","pageUrl","alt","imageUrl","fileName","status","bytes","error"
"Autódromo Internacional do Algarve","https://www.racingcircuits.info/europe/portugal/algarve-portimao.html","Map of Autódromo Internacional do Algarve, Bike Circuit 2008-19","https://www.racingcircuits.info/assets/images/maps/Europe/Portugal/Portimao/Portimao-Bike1-2008.png","Autodromo-Internacional-do-Algarve__Portimao-Bike1-2008__24deddfb.png","skipped","80951",""
"Autódromo Internacional do Algarve","https://www.racingcircuits.info/europe/portugal/algarve-portimao.html","Map of Autódromo Internacional do Algarve, Bike Circuit with T1 chicane 2008-19","https://www.racingcircuits.info/assets/images/maps/Europe/Portugal/Portimao/Portimao-Bike2-2008.png","Autodromo-Internacional-do-Algarve__Portimao-Bike2-2008__0f7cab2c.png","skipped","103353",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Full circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena12__f54a1ac3.png","skipped","61831",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Exterior circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Exterior12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Exterior12__82ef529d.png","skipped","56365",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Short exterior circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-ExteriorShort12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-ExteriorShort12__966a2e4a.png","skipped","54520",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Intermediate circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Intermediate12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Intermediate12__b2d16c53.png","skipped","59564",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Medium circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Medium12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Medium12__8bca4e49.png","skipped","59841",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Short circuit 2012 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Short12.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Short12__3cf6adc2.png","skipped","57740",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Full circuit 2006-2011","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena06.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena06__f0a6fdff.png","skipped","52646",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Exterior circuit 2006-2011","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-PenaExterior06.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-PenaExterior06__3ddf9b89.png","skipped","46668",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Intermediate circuit 2006-2011","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-PenaIntermediate06.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-PenaIntermediate06__e959400e.png","skipped","51058",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Short circuit 1 1994-2005","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Short1-94.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Short1-94__5574d441.png","skipped","45106",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Full circuit 1994-2005","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena94.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena94__b00ac0c1.png","skipped","51348",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Short circuit 2 1994-2005","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena-Short2-94.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena-Short2-94__f6fe8a7f.png","skipped","45282",""
"Autódromo Jorge Ángel Pena","https://www.racingcircuits.info/south-america/argentina/san-martin,-jorge-angel-pena.html","Map of Autódromo Jorge Ángel Pena, Full circuit 1978-1993","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/Mendoza-Jorge%20Angel%20Pena/Jorge-Angel-Pena78.png","Autodromo-Jorge-Angel-Pena__Jorge-Angel-Pena78__2afed049.png","skipped","31520",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, Full Circuit 2017 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-2017.png","Autodromo-Monterrey__Autodromo-Monterrey-2017__f9dd997d.png","skipped","55518",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, 'El Frijol' oval 2017 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-El-Frijol-2017.png","Autodromo-Monterrey__Autodromo-Monterrey-El-Frijol-2017__50652af3.png","skipped","42513",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, Full Circuit 1986-2016","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-1986.png","Autodromo-Monterrey__Autodromo-Monterrey-1986__b72e8855.png","skipped","55096",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, 'El Frijol' oval 1986-2016","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-El-Frijol-1986.png","Autodromo-Monterrey__Autodromo-Monterrey-El-Frijol-1986__be82fc43.png","skipped","40543",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, Full Circuit 1970-1985","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-1970.png","Autodromo-Monterrey__Autodromo-Monterrey-1970__c1d38619.png","skipped","45677",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Grand Prix Circuit 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia71__13556041.png","skipped","61405",""
"Autódromo Monterrey","https://www.racingcircuits.info/north-america/mexico/autodromo-monterrey.html","Map of Autódromo Monterrey, 'El Frijol' oval 1970-1985","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Monterrey/Autodromo-Monterrey-El-Frijol-1970.png","Autodromo-Monterrey__Autodromo-Monterrey-El-Frijol-1970__ed48c2eb.png","skipped","38198",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Grand Prix Circuit (anti-clockwise) 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-MejiaCCW71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-MejiaCCW71__bd43f7cd.png","skipped","61220",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Short Circuit 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-Short71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-Short71__dd3e8660.png","skipped","56315",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Short Circuit (anti-clockwise) 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-ShortCCW71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-ShortCCW71__63205fd5.png","skipped","56439",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Club Circuit 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-Club71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-Club71__59c5e832.png","skipped","54684",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Oval Circuit 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-Oval71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-Oval71__c6f124dc.png","skipped","57938",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Club Circuit (anti-clockwise) 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-ClubCCW71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-ClubCCW71__bbb1e871.png","skipped","54763",""
"Autódromo Ricardo Mejía","https://www.racingcircuits.info/south-america/colombia/autodromo-ricardo-mejia.html","Map of Autódromo Ricardo Mejía, Oval Circuit (anti-clockwise) 1971-80","https://www.racingcircuits.info/assets/images/maps/South%20America/Colombia/Ricardo%20Mejia/Autodromo-Ricardo-Mejia-OvalCCW71.png","Autodromo-Ricardo-Mejia__Autodromo-Ricardo-Mejia-OvalCCW71__57ca9733.png","skipped","57959",""
"Autódromo Rosendo Hernández","https://www.racingcircuits.info/south-america/argentina/san-luis.html","Map of Autódromo Rosendo Hernández, Autodromo Rosendo Hernández 2003-06","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Luis%20Rosendo%20Hernandez/San-Luis-Rosendo-Hernandez03.png","Autodromo-Rosendo-Hernandez__San-Luis-Rosendo-Hernandez03__a4c2e999.png","skipped","59927",""
"Autódromo Rosendo Hernández","https://www.racingcircuits.info/south-america/argentina/san-luis.html","Map of Autódromo Rosendo Hernández, Autodromo Rosendo Hernández 2007 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Luis%20Rosendo%20Hernandez/San-Luis-Rosendo-Hernandez07.png","Autodromo-Rosendo-Hernandez__San-Luis-Rosendo-Hernandez07__61c221f6.png","skipped","68146",""
"Autódromo Rosendo Hernández","https://www.racingcircuits.info/south-america/argentina/san-luis.html","Map of Autódromo Rosendo Hernández, Autodromo Rosendo Hernández Alternative 2003-06","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Luis%20Rosendo%20Hernandez/San-Luis-Rosendo-Hernandez-Alt03.png","Autodromo-Rosendo-Hernandez__San-Luis-Rosendo-Hernandez-Alt03__994b3bda.png","skipped","56347",""
"Autódromo Rosendo Hernández","https://www.racingcircuits.info/south-america/argentina/san-luis.html","Map of Autódromo Rosendo Hernández, Autodromo Rosendo Hernández Short 2003-06","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Luis%20Rosendo%20Hernandez/San-Luis-Rosendo-Hernandez-Short03.png","Autodromo-Rosendo-Hernandez__San-Luis-Rosendo-Hernandez-Short03__164020a5.png","skipped","56177",""
"Autódromo San Nicolás","https://www.racingcircuits.info/south-america/argentina/autodromo-san-nicolas-ciudad.html","Map of Autódromo San Nicolás, Main circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Nicolas/SanNicolas-Long18.png","Autodromo-San-Nicolas__SanNicolas-Long18__b251693c.png","skipped","54147",""
"Autódromo San Nicolás","https://www.racingcircuits.info/south-america/argentina/autodromo-san-nicolas-ciudad.html","Map of Autódromo San Nicolás, Outer circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Nicolas/SanNicolas-Outer18.png","Autodromo-San-Nicolas__SanNicolas-Outer18__4f0c312d.png","skipped","47821",""
"Autódromo San Nicolás","https://www.racingcircuits.info/south-america/argentina/autodromo-san-nicolas-ciudad.html","Map of Autódromo San Nicolás, Short circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Nicolas/SanNicolas-Short18.png","Autodromo-San-Nicolas__SanNicolas-Short18__b23ee354.png","skipped","47622",""
"Autódromo San Nicolás","https://www.racingcircuits.info/south-america/argentina/autodromo-san-nicolas-ciudad.html","Map of Autódromo San Nicolás, Oval circuit 2018 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Argentina/San%20Nicolas/SanNicolas-Oval18.png","Autodromo-San-Nicolas__SanNicolas-Oval18__1ab59438.png","skipped","46996",""
"Autódromo Vegas de Quilaco","https://www.racingcircuits.info/south-america/chile/autodromo-vegas-de-quilaco.html","Map of Autódromo Vegas de Quilaco, Full circuit 1994 to date","https://www.racingcircuits.info/assets/images/maps/South%20America/Chile/Autodromo%20Vegas%20de%20Quilaco/Autodromo-Vegas-de-Quilaco94.png","Autodromo-Vegas-de-Quilaco__Autodromo-Vegas-de-Quilaco94__3b795f50.png","skipped","37438",""
"Autódromo Yucatán","https://www.racingcircuits.info/north-america/mexico/autodromo-yucatan.html","Map of Autódromo Yucatán, Full circuit 2017 to date","https://www.racingcircuits.info/assets/images/maps/North%20America/Mexico/Yucatan/Yucatan17.png","Autodromo-Yucatan__Yucatan17__d84a873b.png","skipped","62795",""
"Autopolis","https://www.racingcircuits.info/asia/japan/autopolis.html","Map of Autopolis, International Circuit 1990 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Japan/Autopolis/Autopolis-1990.png","Autopolis__Autopolis-1990__7e837007.png","skipped","92370",""
"Autopolis","https://www.racingcircuits.info/asia/japan/autopolis.html","Map of Autopolis, Short Circuit 1990 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Japan/Autopolis/Autopolis-Short-1990.png","Autopolis__Autopolis-Short-1990__8a78b27b.png","skipped","72285",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1996-99","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS96.png","AVUS__AVUS96__41c5437e.png","skipped","152713",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1992-95","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS92.png","AVUS__AVUS92__fbe11a53.png","skipped","152652",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1987-91","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS87.png","AVUS__AVUS87__5fd81d5e.png","skipped","154710",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1971-86","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS71.png","AVUS__AVUS71__9a14a467.png","skipped","159507",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1968-70","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS68.png","AVUS__AVUS68__a8deba56.png","skipped","140549",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1951-67","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS51.png","AVUS__AVUS51__58561223.png","skipped","159656",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1937-38","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS37.png","AVUS__AVUS37__7c29132a.png","skipped","176290",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Motorcycle short circuit 1937-38","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUSShort37.png","AVUS__AVUSShort37__08e1d583.png","skipped","164083",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Uncompleted Sudschliefe circuit 1937-38","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUSSudkehreUnbuilt.png","AVUS__AVUSSudkehreUnbuilt__9ee70541.png","skipped","194019",""
"AVUS","https://www.racingcircuits.info/europe/germany/avus.html","Map of AVUS, Main circuit 1921-35","https://www.racingcircuits.info/assets/images/maps/Europe/Germany/AVUS/AVUS21.png","AVUS__AVUS21__9fcf2b35.png","skipped","177172",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Grand Prix Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-GP-2007.png","Bahrain-International-Circuit__Bahrain-GP-2007__338b0a7e.png","skipped","86535",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Endurance Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Endurance-2007.png","Bahrain-International-Circuit__Bahrain-Endurance-2007__813a732b.png","skipped","98544",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Outer Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Outer-2007.png","Bahrain-International-Circuit__Bahrain-Outer-2007__7fbebfce.png","skipped","80060",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Paddock Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Paddock-2007.png","Bahrain-International-Circuit__Bahrain-Paddock-2007__e53fd435.png","skipped","78720",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Inner 'Oasis' Circuit 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Inner-2007.png","Bahrain-International-Circuit__Bahrain-Inner-2007__1ec23a30.png","skipped","79089",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Test Oval 2007 to date","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Oval-2007.png","Bahrain-International-Circuit__Bahrain-Oval-2007__4cb2ab50.png","skipped","67776",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Grand Prix Circuit 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-GP-2005.png","Bahrain-International-Circuit__Bahrain-GP-2005__425c91dc.png","skipped","86465",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Endurance Circuit 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Endurance-2005.png","Bahrain-International-Circuit__Bahrain-Endurance-2005__b15cc05d.png","skipped","98387",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Outer Circuit 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Outer-2005.png","Bahrain-International-Circuit__Bahrain-Outer-2005__34a92aa8.png","skipped","79925",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Paddock Circuit 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Paddock-2005.png","Bahrain-International-Circuit__Bahrain-Paddock-2005__55790199.png","skipped","78531",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Inner 'Oasis' Circuit 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Inner-2005.png","Bahrain-International-Circuit__Bahrain-Inner-2005__84db04dc.png","skipped","79130",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Test Oval 2005-06","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Oval-2005.png","Bahrain-International-Circuit__Bahrain-Oval-2005__0e0e9c76.png","skipped","67536",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Grand Prix Circuit 2004","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-GP-2004.png","Bahrain-International-Circuit__Bahrain-GP-2004__9f078d54.png","skipped","83335",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Outer Circuit 2004","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Outer-2004.png","Bahrain-International-Circuit__Bahrain-Outer-2004__241c6f48.png","skipped","76450",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Paddock Circuit 2004","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Paddock-2004.png","Bahrain-International-Circuit__Bahrain-Paddock-2004__0e80ec49.png","skipped","75014",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Inner 'Oasis' Circuit 2004","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Inner-2004.png","Bahrain-International-Circuit__Bahrain-Inner-2004__a14bcde9.png","skipped","75566",""
"Bahrain International Circuit","https://www.racingcircuits.info/middle-east/bahrain/bahrain-international-circuit.html","Map of Bahrain International Circuit, Test Oval 2004","https://www.racingcircuits.info/assets/images/maps/Middle%20East/Bahrain/Sakhir/Bahrain-Oval-2004.png","Bahrain-International-Circuit__Bahrain-Oval-2004__56eaac8d.png","skipped","64190",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Grand Prix Circuit 2016 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku-16.png","Baku-City-Circuit__Baku-16__830da934.png","skipped","43378",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Overlay of all layouts 2016 to date","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku-Overlay-16.png","Baku-City-Circuit__Baku-Overlay-16__70df39fe.png","skipped","24801",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Street Circuit 2014","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku%2014.png","Baku-City-Circuit__Baku2014__af664e86.png","skipped","60838",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Overlay of all layouts 2014","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku-Overlay-14.png","Baku-City-Circuit__Baku-Overlay-14__22b54550.png","skipped","24549",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Street Circuit 2013","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku13.png","Baku-City-Circuit__Baku13__8fc4a7cc.png","skipped","69619",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Overlay of all layouts 2013","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku-Overlay-13.png","Baku-City-Circuit__Baku-Overlay-13__5a40369a.png","skipped","24821",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Street Circuit 2012","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku12.png","Baku-City-Circuit__Baku12__376a0db0.png","skipped","72861",""
"Baku City Circuit","https://www.racingcircuits.info/asia/azerbaijan/baku.html","Map of Baku City Circuit, Overlay of all layouts 2012","https://www.racingcircuits.info/assets/images/maps/Asia/Azerbaijan/Baku/Baku-Overlay-12.png","Baku-City-Circuit__Baku-Overlay-12__ec07d105.png","skipped","25068",""
"Balaton Park","https://www.racingcircuits.info/europe/hungary/balaton-park.html","Map of Balaton Park, Bike Circuit 2025 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Hungary/Balaton%20Park/Balaton%20Park-Bike-2025.png","Balaton-Park__Balaton20Park-Bike-2025__aa4d1741.png","skipped","145740",""
"Balaton Park","https://www.racingcircuits.info/europe/hungary/balaton-park.html","Map of Balaton Park, Car Circuit 2025 to date","https://www.racingcircuits.info/assets/images/maps/Europe/Hungary/Balaton%20Park/Balaton%20Park-Car-2025.png","Balaton-Park__Balaton20Park-Car-2025__3af59330.png","skipped","141540",""
